ITEM_DESCRIPTION	CATEGORY	SUPPLIER
ORANGE JUICE CONCENTRATE	Food Beverage and Tobacco Products	Ludfords Inc.
Digital Color Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"FLDR,LTR,2 PLI,STRT,LV"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
chocolate pudding	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"BUNS, HAMBURGER WHEAT"	Food Beverage and Tobacco Products	Earthgrains/Sara Lee
"1ST QUARTER FOOD ORDERS, FY 2013/2014"	Food Beverage and Tobacco Products	Seacat Enterprises
Index Insert Econ 8Tab	"Office Equipment, Accessories and Supplies"	Value Business Products
corn tortillas / flour tortillas	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Sack Lunches and delivery	Food Beverage and Tobacco Products	MILITARY & SHIP SUPPLY HOUSE
office furniture	Furniture and Furnishings	Prison Industry Authority
"6-1/4 x 3-1/4, black"	"Office Equipment, Accessories and Supplies"	"JustCarla, Inc."
Yellow Cartridge for Laser Jet CP4025/4525 8 5K	"Office Equipment, Accessories and Supplies"	Technology Integration Group
dressing packets	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
education stationery supplies	"Office Equipment, Accessories and Supplies"	MISSION OFFICE PRODUCTS
Sharp Copiers and Accessories	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
5 YEAR MAINTENANCE / SUPPORT	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"toners, fuser & maintenance kit"	"Office Equipment, Accessories and Supplies"	"CRIMSON IMAGING SUPPLIES, LLC"
ITALIAN DRESSING	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Manhattan Lite Chair, Royal Fabric"	Furniture and Furnishings	Prison Industry Authority
"box lunches, salami"	Food Beverage and Tobacco Products	McGinty Sales Company
Modular System Furniture	Furniture and Furnishings	Prison Industry Authority
Samsung Printer Toner	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
HP COLOR LASERJET MULTIFUCTION ALL-IN-ONE M177FW	"Office Equipment, Accessories and Supplies"	TABORDA SOLUTIONS
"TRAY,DESK,WIRE,LTR,3""D,BK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Pineapple, strawberry, apple pie filling"	Food Beverage and Tobacco Products	Clipper Commodities Inc.
"SCISSOR,8""BENTSTR,3PK,BK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Freestanding Furniture	Furniture and Furnishings	Prison Industry Authority
"Bell Pepper, Chopping"	Food Beverage and Tobacco Products	PRO PACIFIC FRESH
PEPPERS BELL CHOPPING US No 2	Food Beverage and Tobacco Products	Bonanza Produce
"Raisin flavored, indiv wrapped"	Food Beverage and Tobacco Products	SLO Baked Bakeries Inc.
poultry seasoning	Food Beverage and Tobacco Products	Majestic Intl Spice Corporation
Manilla Reinforded End Tab Folders - Letter size	"Office Equipment, Accessories and Supplies"	ECONOMY OFFICE SUPPLY COMPANY
Grove High Back Ergonomic Chair Chair	Furniture and Furnishings	Prison Industry Authority
"Broccoli Buds, 18# case"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"REMOVER,STAPLE,ULTIMATE,GY"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Copyholders Laminate Pouches	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"Chair, Manhattan Mid Back Lite, Royal"	Furniture and Furnishings	Prison Industry Authority
"Pad, Ink, F/Stamp, 2oz, BK"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"PENCIL, MECH, 0.9mm, BLK, EA"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Panasonic UG-5510 fax toner, black"	"Office Equipment, Accessories and Supplies"	Technofix Office Products
MATTE BLACK INK CARTRIDGE	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Fax Expansion Kit, 12A46"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
BLACK TONER CARTRIDGE	"Office Equipment, Accessories and Supplies"	Western Blue
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Prison Industry Authority
Frozen Dietary Meals	Food Beverage and Tobacco Products	UNIFIED NUTRIMEALS
"TN-460 HI Yield toner, 6,000 pg yield Blk, OEM"	"Office Equipment, Accessories and Supplies"	Pacific Copier & Computer
milk nonfat fresh 1/2 pint container	Food Beverage and Tobacco Products	Prison Industry Authority
"Wipes, Germicidal, 150ct"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
5X541 - Butt Connectors - Yellow	Furniture and Furnishings	Grainger Industrial Supply
Data Security Kit	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
"MARKER,SHARPIE,ULTRA FINE,BLK,12/PK"	"Office Equipment, Accessories and Supplies"	"All Business Machines, Inc."
GRAHAM CRACKER IND.	Food Beverage and Tobacco Products	Adolph Inc.
Window Envelopes	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
ez seal solution and red ink cartridges	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
Transparency film 11 x 17	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"Dispenser,W/Daisy Insert"	"Office Equipment, Accessories and Supplies"	National Office Solutions
CSP-SQ ORDE: BEANS FY 15/16	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"COFFEE, DECAFFENIATED"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"~PEN,WRTBROS STCK,60PK,BE"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"COOLER,WATER,PLASTIC,2 GL"	"Sports, Recreational Equipment and Supplies and Accessories"	ADVANCED DISTRIBUTION CO
Black printer Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
FY 15-16 Low Volume All-Inclusive	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"#10 Plain Envelopes (Qty: 10,000)"	"Office Equipment, Accessories and Supplies"	Department of General Services
breakfast sasage links	Food Beverage and Tobacco Products	Prison Industry Authority
"Mechanical Pencil, 0.5 mm Lead Size"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
Mail Systems Equipment	"Office Equipment, Accessories and Supplies"	Pitney Bowes
"FOLDER,ENDTAB, LTR,RD"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Chair, Grove Midback, Hunter Fabric"	Furniture and Furnishings	3B INDUSTRIES INC
"peanut butter, jelly, jelly mixed, syrup"	Food Beverage and Tobacco Products	Prison Industry Authority
"Document holder, clock"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
dividers binder clip sheet protectors	"Office Equipment, Accessories and Supplies"	National Office Solutions
"STAPLES,CHSEL PT,25TH/PK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
PENCIL AND PEN HOLDERS	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
EQUIPMENT FOR NEW SAN JOSE DLPC	Furniture and Furnishings	Prison Industry Authority
OEM Yellow InkJet Cartridge	"Office Equipment, Accessories and Supplies"	T3 Toner LLC
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Adolph Inc.
FAJITA PEPPER BLEND	Food Beverage and Tobacco Products	"National Food Group, Inc."
MISC RUBBER BANDS	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
Sharp Copier and Accessories	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
BED END SET/OAK COLOR	Furniture and Furnishings	"TAGG Industries, Inc."
"Pen,Ball Point,Fine,BE"	"Office Equipment, Accessories and Supplies"	National Office Solutions
"ind. serv, 1000pk/cs"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"FILE,EXPANDING POCKET,W/TIE,LEGAL"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
"1ST QUARTER FOOD ORDERS, 2013/2014"	Food Beverage and Tobacco Products	Prison Industry Authority
Service Award for Steve Skogebo - Desk Clock Set	"Office Equipment, Accessories and Supplies"	Frank T. Marchello
window envelopes # 10 1 sided blu ink	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
HP Laserjet Toner Cartridge for HP4200 - Black	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"TBL, PRMR, RCTRCK, COFFEE, E.MHG, 52WX24DX18H"	Furniture and Furnishings	3B INDUSTRIES INC
halal turkey hot dogs	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
"EGGS, FRESH MEDIUM CHICKEN EGGS IN SHELL"	Food Beverage and Tobacco Products	PRO PACIFIC FRESH
"SHARPENER,ELEC PENCIL,BE"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Multipurpose Correction Pen, White, 12 ml"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Inmate feeding:  coffee  (PIA)  4th quarter	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Poultry, Jalepeno & Cheese"	Food Beverage and Tobacco Products	McGinty Sales Company
color toners and color drum kits	"Office Equipment, Accessories and Supplies"	GCS Supplies Inc
MX-PNX1B 2/3-Hole Punch Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Beverage, apple/pear blend"	Food Beverage and Tobacco Products	Prison Industry Authority
COLESLAW FROM GREEN FRESH CABBAGE	Food Beverage and Tobacco Products	"rdk distributing co., llc"
Level 2 Pedistal Mount Charger without connectivy	Furniture and Furnishings	EV Connect
Modular System Furniture	Furniture and Furnishings	Allsteel Inc
Poultry Jalapeno	Food Beverage and Tobacco Products	McGinty Sales Company
"Toner Cartridge, Yellow, HP641A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Burrito Chicken & Bean Frozen 72/CS	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
COOKIE CHOCOLATE CHIP	Food Beverage and Tobacco Products	Prison Industry Authority
390 3CC Prof Heavy Duty Shredder	"Office Equipment, Accessories and Supplies"	National Office Solutions
"Brother Toner, F/HL2040"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Deicer  1012 Ice Slicer RS	Cleaning Equipment and Supplies	ENVIRONMENTAL EDGE CONCEPT
BROCCOLI CUTS 40 LB/CS	Food Beverage and Tobacco Products	Food Service Systems Inc
Cleaning Supplies-Chemicals	"Office Equipment, Accessories and Supplies"	ELITE SUPPLY SOURCE INC
"hamburger buns, hot dog buns, dinner rolls"	Food Beverage and Tobacco Products	Seacat Enterprises
Whole frozen eggs	Food Beverage and Tobacco Products	Prison Industry Authority
"Expansion File Pockets, 3-1/2"""	"Office Equipment, Accessories and Supplies"	National Office Solutions
"~~STAPLES,1/2STRIP,5M/BX"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
1 GB Memory for Cisco ASA 5510	Furniture and Furnishings	Cisco Systems Inc.
printer maintenance kit	"Office Equipment, Accessories and Supplies"	T3 Toner LLC
"Breakfast links, 35#/case 8/1"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Cyan Laser Let Toner Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"kosher meals, lunch , dinner, breakfast"	Food Beverage and Tobacco Products	Elements Food Group
"Ballpoint Erasable Pen, Medium, Red Ink"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
Brother TN460 Black Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Beans, Pinto, Canned"	Food Beverage and Tobacco Products	ABC Ventures LLC
Modular Telbells Brand: Wheelock	"Office Equipment, Accessories and Supplies"	Gordon Industrial Supply
"CHAIR,CONF,CSTER,CHERRY,PEBBLE,FABRIC"	Furniture and Furnishings	3B INDUSTRIES INC
Silver Surf Touch Keyboard S103P	Furniture and Furnishings	Angus Hamer Networking
PEPPERS BELL GREEN	Food Beverage and Tobacco Products	Food Service Systems Inc
Brother Intellifax 2840 Laser Fax	"Office Equipment, Accessories and Supplies"	"Statestore, Inc"
Canon imageFormula Sheetfed Scanner	"Office Equipment, Accessories and Supplies"	"Ablegov, Inc."
Maintenance for 5 fi-6800 and 38 fi-6670 scanners	"Office Equipment, Accessories and Supplies"	"Fujitsu America, Inc."
"1.5 g/pkg caffeinated coffee, 1000/cs"	Food Beverage and Tobacco Products	Prison Industry Authority
HP 52X Black toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"RUBBERBANDS,SIZE117B,NTTN"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
b27 cardboard targets	"Sports, Recreational Equipment and Supplies and Accessories"	SUCCOR INTERNATIONAL
28# MANILA CATALOG ENVELOPE 6 X 9	"Office Equipment, Accessories and Supplies"	Granite Data Solutions
YELLOW PRINT CARTRIDGE	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Juice, 4oz, 105/crate"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
LIGHT MAGENTA PRINTHEAD	"Office Equipment, Accessories and Supplies"	T3 Toner LLC
Fd. Services- Dishwashing detergent FY 15/16.	Cleaning Equipment and Supplies	3B INDUSTRIES INC
Printer Transfer Belt	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
"CHAIRS, TABLES (VARIOUS) FOR EDUCATION"	Furniture and Furnishings	3B INDUSTRIES INC
"Cheese-Swiss Cheese, Processed, Sliced"	Food Beverage and Tobacco Products	Seacat Enterprises
"MARGARINE PRINTS, 1LB, 30LB/CS"	Food Beverage and Tobacco Products	Adolph Inc.
CAULIFLOWER 40 LB/CS	Food Beverage and Tobacco Products	Food Service Systems Inc
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
State Archive Boxes	"Office Equipment, Accessories and Supplies"	"ECKO PRODUCTS WEST, LLC"
custom tab divider sets	"Office Equipment, Accessories and Supplies"	"TAGG Industries, Inc."
Contractor to provide on-site shredding service.	"Office Equipment, Accessories and Supplies"	C&J SHREDDING CO.LLC
"training baton ""21"	"Sports, Recreational Equipment and Supplies and Accessories"	Markell Inc.
Pen Engerbel Blue #BL30C	"Office Equipment, Accessories and Supplies"	Ponderosa Office Supply Inc
"4-Meals Per Case, Days 5&19"	Food Beverage and Tobacco Products	ABC Ventures LLC
RIGHT ARM FOR MADISON CHAIR #0024.600	Furniture and Furnishings	Prison Industry Authority
Frozen Dietary Meal	Food Beverage and Tobacco Products	UNIFIED NUTRIMEALS
"FILE, EXP, POLY, 12PCKT, BBK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"GRAHAM CRACKERS, CHEESE CRACKERS, PB CRACKERS"	Food Beverage and Tobacco Products	ABC Ventures LLC
"Cork boards, Dry erase boards and projectors"	"Office Equipment, Accessories and Supplies"	Procurement Management Solutions
"Tents (canopy, 10 X 10)"	"Sports, Recreational Equipment and Supplies and Accessories"	"Tayco Screenprint, Inc."
48W x 24D Electric worksurface	Furniture and Furnishings	Prison Industry Authority
[44101501] Photocopiers	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Violet File Folders	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
Jefferson Mesh Conference Chair	Furniture and Furnishings	3B INDUSTRIES INC
Hamburger Buns Pack	Food Beverage and Tobacco Products	Earthgrains/Sara Lee
"CRDNZA, VNGD, 20X64, B/D/F, E.MHG"	Furniture and Furnishings	Department of General Services
Coffee-caffeinated	Food Beverage and Tobacco Products	3B INDUSTRIES INC
surface crank table	Furniture and Furnishings	Prison Industry Authority
dymo label machine	"Office Equipment, Accessories and Supplies"	American Warehouse
"Race Track Table - 72""W x36""D, Cherry"	Furniture and Furnishings	Department of General Services
"682000.0211 Chair, task, midnight"	Furniture and Furnishings	Prison Industry Authority
Hash browns and wedges	Food Beverage and Tobacco Products	French Fry Xpress
small pitted prunes	Food Beverage and Tobacco Products	Adolph Inc.
"Graham Crackers, Indv Serving"	Food Beverage and Tobacco Products	Adolph Inc.
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Bookcase, 36WX13.5DX59H, Slate"	Furniture and Furnishings	Prison Industry Authority
"Manhattan Mid Back Lite Chair, fabric Ebony"	Furniture and Furnishings	3B INDUSTRIES INC
Data Security Kit (hard drive data encryption)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"TONER CARTRIDGE,BLK,HP #CE260X"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"ACC70021 self-adhesv 2"" file fasteners"	"Office Equipment, Accessories and Supplies"	"Garza Industries, Inc"
"Toner Cartridge, FX6, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Cyan Print Cartridge F/CP6015/CM6040/CM6030 MFP	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"STAPLES, CASS,F/ST-5.5/16"",Y"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Credenza for Deputy Directors	Furniture and Furnishings	3B INDUSTRIES INC
"Cartridge, PRNT, CYN, CLJ, CC531A"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"FLDR,ENDTAB,W/FAST,YW"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
