ITEM_DESCRIPTION	CATEGORY	SUPPLIER
"Porous Pen, Fine Point, Water-based, Blue Ink"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
MODULAR BUILDING	Furniture and Furnishings	3B INDUSTRIES INC
3rd qtr food order	Food Beverage and Tobacco Products	Food Service Systems Inc
"RUBBERBAND,SIZ#33,AMB"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
MX-RB12 Paper Pass Unit	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
"Samsung Fuser, 115V, CLP-775ND"	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
"ENVELOPE, CAT,12X15, KFT S569"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
Q6460A toner Black	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"zucchini, sliced"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
4TH QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Food Service Systems Inc
CHICKEN AND BEAN BURRITOS	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Smead Manila End Tab Folders	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"BINDER, VIEW,3-RNG,1"",WE"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"EASEL,MAGNETIC,DRY ERASE,27""X38"""	"Office Equipment, Accessories and Supplies"	Grainger Industrial Supply
Open Office Systems	Furniture and Furnishings	Prison Industry Authority
cottage cheese 4% 5lb container	Food Beverage and Tobacco Products	Morning Glory Incorporated
"Avery add labels 1/2""x1-3/4"" AVE5167"	"Office Equipment, Accessories and Supplies"	"Garza Industries, Inc"
"RUBBER BANDS, SIZE 33"	"Office Equipment, Accessories and Supplies"	SUNRISE STATIONERS
"Vinyl 3-Ring Binder, View, 8.5"" x 11"" x 1"""	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
"Archive (SRC) boxes / Eureka, 25/bundle"	"Office Equipment, Accessories and Supplies"	"Valley Shipping Supply, Inc."
11x8.5x1.5  11x8.5x2  11x8.5x3	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
marker dry erase	"Office Equipment, Accessories and Supplies"	GCS Supplies Inc
"BEANS, PINTO 6/10 CAN PER CASE"	Food Beverage and Tobacco Products	ABC Ventures LLC
cheese curls ind 1 oz/ 104/cs	Food Beverage and Tobacco Products	Adolph Inc.
"BINDER VIEW 11x8.5 3"" WH"	"Office Equipment, Accessories and Supplies"	Cole Office Products
Johnson Control - Complete Unit Corner	Furniture and Furnishings	3B INDUSTRIES INC
FOLDER FILE HANGING LETTER  UNV 14121	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"pudding, butterscotch"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"TN750 High Yield Toner, 8000 Page-Yield, Black"	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
Retirement Crystal Vase w/base (Michele Santaga)	"Sports, Recreational Equipment and Supplies and Accessories"	Frank T. Marchello
Primary flat ag mal with grommets	Furniture and Furnishings	Allsteel Inc
"4"" White Binder 371900.1500"	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
"CLIP,BINDER,MEDIUM,36/PK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"#10 White non-window envelopes #2,000"	"Office Equipment, Accessories and Supplies"	Office of State Printing
Modular Office Furniture	Furniture and Furnishings	Prison Industry Authority
rubber fungertips	Furniture and Furnishings	Burkett's Office Supplies
ink and toner cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"stamps, stamp ink, wall organizer for files"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
wheat rolled quick cooking 50lb/bag	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"DESK PAD,BWNLNE,MNTHLY"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"CB435A, HP 35A Toner"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
4:1 Frozen Halal	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
"Bell Pepper, Chopping, US#2 25lb/cs"	Food Beverage and Tobacco Products	PRO PACIFIC FRESH
"Toner, Brother cartridge #TN-460"	"Office Equipment, Accessories and Supplies"	M & M ASSOCIATES
CANNED EVAPORATED MILK	Food Beverage and Tobacco Products	SARONI FOOD SERVICE
"3 ring vinyl  1.5"""	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
7D450 TENNSCO Shelf Gray 4' width	Furniture and Furnishings	Grainger Industrial Supply
"hamburger buns, hot dog buns"	Food Beverage and Tobacco Products	Earthgrains/Sara Lee
ORANGE US #1 113 CT 37 LB	Food Beverage and Tobacco Products	Florance Distributing Company Inc
Office Furniture	Furniture and Furnishings	Prison Industry Authority
Cranberry Juice. Frozen	Food Beverage and Tobacco Products	Seacat Enterprises
"cheese american, cheese cheddar"	Food Beverage and Tobacco Products	Seacat Enterprises
Apple/Pear Juice	Food Beverage and Tobacco Products	Prison Industry Authority
Toner Cartridges	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"JELLY, APPLE GRAPE 1/2 OZ"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"TAB, PLAIN, WRITE-ON, 1"" WE"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Stamps red ink (COS-S260)	"Office Equipment, Accessories and Supplies"	"Office Supply Company, Inc."
Swingline Three-Hole Punch	"Office Equipment, Accessories and Supplies"	National Office Solutions
Quicknotes 14 mo horizontal 3mo wall calendar	"Office Equipment, Accessories and Supplies"	Amazon.com
"Chairs, loveseats, movie chairs"	Furniture and Furnishings	Totall Tuff Furniture
black toner cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Tortilla, Flour, 8"" Frozen"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Yellow, Magenta and Cyan Toner Cartridges"	"Office Equipment, Accessories and Supplies"	TonerImaging
parts for panels.	Furniture and Furnishings	Allsteel Inc
"COLORED END TAB FOLDERS, GRAY"	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
Copier purchase and maintenance service agreement	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
21666724(Inplace Moisture folders Red)	"Office Equipment, Accessories and Supplies"	"Able Ribbon Technology, Inc."
"Manhattan Mid Back Chair, color is Tex Black"	Furniture and Furnishings	Prison Industry Authority
"Jelly, mixed fruit 5 OZ"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Grove high back ergonomic chair	Furniture and Furnishings	Prison Industry Authority
PEANUT BUTTER AND JELLY	Food Beverage and Tobacco Products	Prison Industry Authority
ENVELOPE 10 X 15 CLASP UNV 35268	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"~~CLIP,PPR,#3,SMTH,1M/PK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Black Toner High Cap Cartridge LJ 2420 2430	"Office Equipment, Accessories and Supplies"	Technology Integration Group
TO PROVIDE LOGISTICAL SUPPORT FOR THE MILL FIRE	"Sports, Recreational Equipment and Supplies and Accessories"	Emergency Water Supply
Xerox Work Centre 5150	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Lexmark MFP Maintenance	"Office Equipment, Accessories and Supplies"	JAMES E MALONEY
MAGENTA TONER CART	"Office Equipment, Accessories and Supplies"	Technology Integration Group
APC Back-UPS CD 500VA #BK500BLK	Furniture and Furnishings	"Statestore, Inc"
"Box of Staples for FN11 Finisher (15,000/Box)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Toner for Samsung Color Printer	"Office Equipment, Accessories and Supplies"	MMG Technology Group Inc
"maple wraps,60/ct"	Food Beverage and Tobacco Products	Seacat Enterprises
"Velobind 1"" strips"	"Office Equipment, Accessories and Supplies"	DAISY DALTON EQUIPMENT
"WHITE RICE, LONG GRAIN"	Food Beverage and Tobacco Products	Adolph Inc.
4TH QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Seacat Enterprises
Xtra Heavy Duty 3 Hole Punch	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
ESTIMATED OVERAGES	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Hilighter,Zazzle 10ST,AST"	"Office Equipment, Accessories and Supplies"	National Office Solutions
Janitorial Services	Cleaning Equipment and Supplies	CHRISTIAN L. VALIENTE
"Chair, Ergo, Madison #680200.1000"	Furniture and Furnishings	3B INDUSTRIES INC
various IT goods	Furniture and Furnishings	"Ablegov, Inc."
#10 Window Envelopes	"Office Equipment, Accessories and Supplies"	Office of State Printing
"FISH, POLLOCK BATTER DIPPED"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Various Office Supplies	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
cookie snickerdoodle 2pk	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Dried pitted prunes	Food Beverage and Tobacco Products	Adolph Inc.
"Index, Legal, Side Tabs, 43"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
"chicken patty, beef burgers, turkey franks"	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
Adding funds to cover underestimated taxes.	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"INDEX,LTR,1-25 & 26-50,SIDE TAB"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Toner, CLT-K609S-CAS, black"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"Toner Cartridge, Magenta"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Pre made lunches	Food Beverage and Tobacco Products	McGinty Sales Company
"PT-BTN350 - Toner Cartridge, Black, SKU #1002021"	"Office Equipment, Accessories and Supplies"	Midtown Stationers
"DSK, STDNT, VNGD, 24x42, R/H, TEAK"	Furniture and Furnishings	Prison Industry Authority
4k Stacking stapler/Finisher with Paper Pass Unit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Potatoes:  Dehydrated, diced, instant flakes"	Food Beverage and Tobacco Products	Adolph Inc.
"Markers, organizers, binders, files etc"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"Meat, Produce, Dairy, Pasta"	Food Beverage and Tobacco Products	Sysco
MX-PKX1 - Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"ACCU-STAMP Gel Ink Refill, Black, 0.35oz Bottle"	"Office Equipment, Accessories and Supplies"	SUNRISE STATIONERS
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Prison Industry Authority
"Index, Legal, Side Tabs, 9"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
LEFT ARM FOR MADISON CHAIR #0024.601	Furniture and Furnishings	Prison Industry Authority
"Fish, Breaded, Pollock"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"AR-D5133NT - Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"CHICKEN, THIGH  BONELESS DARK STRIPS"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Boston Chair - w/out headrest (Black)	Furniture and Furnishings	Department of General Services
Premier Hutch w/ Light Option - Cherry	Furniture and Furnishings	3B INDUSTRIES INC
"Juice, Apple, Unsweetened"	Food Beverage and Tobacco Products	Seacat Enterprises
Brother Fax Machine 4750E	"Office Equipment, Accessories and Supplies"	National Office Solutions
light weight arm chair	Furniture and Furnishings	Direct Supply
FROZEN RECTANGULAR WAFFLES	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
CHICKEN FRIED STEAK (40/LB/P/CS) (3200 LBS)	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Inmate feeding:  lunch meat   4th quar.	Food Beverage and Tobacco Products	McGinty Sales Company
peanut butter squeezer	Food Beverage and Tobacco Products	Prison Industry Authority
MAGENTA TONER CARTRIDGE	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"Drums, Fusers, Transfer Kits"	"Office Equipment, Accessories and Supplies"	TonerImaging
Stanley Standard Staples	"Office Equipment, Accessories and Supplies"	River City Office Supply
"BEANS,CARROTS,CORN, ETC"	Food Beverage and Tobacco Products	Food Service Systems Inc
HP Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"CUP, PENCIL, JMB,MSH,DSKACCS550"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
"Tuna, Lil' Fisherman - 2oz. pouches, Ind"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Toner Cartridge CE278A/1007222	"Office Equipment, Accessories and Supplies"	Midtown Stationers
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
CHICKEN BONELESS STRIP	Food Beverage and Tobacco Products	Prison Industry Authority
Document Shredding Services	"Office Equipment, Accessories and Supplies"	"SD Shredding, Inc. DBA. Proshred Security"
"HP Toner for HP4600,C9722 A/Yellow"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Five Year Maintenance, 60 Months (35% Taxable)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Toner Cartridge, Magenta, HP 641A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"CABINET,STORAGE,STL,12-GA,78""X60""X24"""	Furniture and Furnishings	Grainger Industrial Supply
"6DZD3 - Fender Washer, #6"	Furniture and Furnishings	Grainger Industrial Supply
Black and Cyan Toner	"Office Equipment, Accessories and Supplies"	"CRIMSON IMAGING SUPPLIES, LLC"
"DUSTER,DUSTER 2 PK,WH"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Toner Cartridge, HP12A, Black dual pack(Q2612A)"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Flexview Folders, 2 Pocket, NY"	"Office Equipment, Accessories and Supplies"	Walker's Office Supplies
"concourse open bookcase     slate,  36x13.5x59h"	Furniture and Furnishings	3B INDUSTRIES INC
OAT ROLLED QUICK COOKING 50 LB/BG	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"SMD File Folder,1/3 Tab,Ltr,Green,100Bx"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Interactive Whiteboard System	"Office Equipment, Accessories and Supplies"	Blue Eagle Enterprises
"milk, 1/2 pint non fat"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Frozen Fruit & Veges	Food Beverage and Tobacco Products	Food Service Systems Inc
Pencils (various types)	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Signature Stamp for Ron Chavez, Black Ink"	"Office Equipment, Accessories and Supplies"	River City Office Supply
"TAPE,CORRECTION,10/BX,WH"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"Grove High Back Ergonomic Chair, Fabric, Ebony"	Furniture and Furnishings	Prison Industry Authority
"Enclosed Bulletin Boards 36"" x 48"""	"Office Equipment, Accessories and Supplies"	Grainger Industrial Supply
"PRINTHEAD,MATTE BLK/CHROMATIC RED"	"Office Equipment, Accessories and Supplies"	Source Graphics
cookie choco-chip 300-2pc/cs	Food Beverage and Tobacco Products	Prison Industry Authority
"~~FOLDER,CLAS,TP TAB,LTR,GN"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"9000012X,ARM550UJ, MAIN WATCH OFF.PATIO"	"Office Equipment, Accessories and Supplies"	Scott Tanner Business Equipment
SHARP AR-SC3 STAPLES - PART #: AR-SC3	"Office Equipment, Accessories and Supplies"	"ENVISO, INC"
toner cartridge magenta	"Office Equipment, Accessories and Supplies"	Midtown Stationers
Atomic Time Recorder	"Office Equipment, Accessories and Supplies"	"TAGG Industries, Inc."
MX-M453N Digital Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Abdominal Crunch Machine and Butterfly Machine	"Sports, Recreational Equipment and Supplies and Accessories"	King City Hardware Inc.
"Clip,Binder,Small"	"Office Equipment, Accessories and Supplies"	National Office Solutions
HP 49A Toner Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Ink Cartridge, HP12A, Black (Q2612A)"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"LUNCH MEAT-JALAPENO, TURKEY, BOLOGNA"	Food Beverage and Tobacco Products	McGinty Sales Company
Sharp copier & 60 Months maintenance agreement	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Breakfast Sausage Chix-Beef Blend	Food Beverage and Tobacco Products	3B INDUSTRIES INC
lettuce salad mix	Food Beverage and Tobacco Products	"rdk distributing co., llc"
Maintenance for FY 12/13	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Ink toner cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Ready to Serve Pudding	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"MARKER, FLAIR, BK S1017"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
"1ST QUARTER FOOD ORDERS, FY 2013/2014"	Food Beverage and Tobacco Products	Seacat Enterprises
PRESSBOARD REPORT COVER-LITE BLUE	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
